name,category,place_tag,distance_to_kazan_border_km,lat,lon,osm_type,osm_id
Верхний Услон,town,town,2.43,55.76855,48.982921,node,703197622
Высокая Гора,town,town,3.63,55.899164,49.326502,relation,19208671
Иннополис,town,town,7.28,55.752212,48.744568,node,2294499518
Пестрецы,town,town,16.9,55.754297,49.651184,relation,19205489
Нижние Вязовые,town,town,18.88,55.799632,48.522375,node,752193024
Зеленодольск,town,town,19.14,55.858659,48.519889,relation,3398075
Волжск,town,town,29.0,55.863658,48.36186,node,336523790
Лаишево,town,town,31.93,55.405062,49.539768,way,59604699
Козловка,town,town,35.85,55.841476,48.248423,node,853568231
Большая Атня,town,town,38.42,56.25066,49.446462,way,121536367
Арск,town,town,43.12,56.08717,49.880142,relation,2325393
Камское Устье,town,town,45.36,55.201563,49.268008,node,336524471
Красногорский,town,town,45.68,56.154153,48.320625,node,256443047
Ремплер,village,village,0.11,55.868746,48.930944,node,895593267
Воронино,village,village,0.12,55.861833,48.916417,relation,4734408
Новая Тура,village,village,0.36,55.868455,48.841228,node,382584675
Новониколаевский,village,village,0.44,55.89617,48.963657,way,75918940
Богородское,village,village,0.45,55.741262,49.38342,way,1391698564
Усады,village,village,0.65,55.670506,49.224764,relation,6625146
Вороновка,village,village,0.68,55.646154,49.11935,relation,18378936
Осиново,village,village,0.78,55.877298,48.89102,node,722796219
Габишево,village,village,0.98,55.609378,49.138473,way,57357884
Куюки,village,village,1.08,55.714543,49.353548,node,703114818
Малые Кабаны,village,village,1.09,55.652749,49.280417,node,760312409
Чистое Озеро,village,village,1.17,55.59495,49.101113,node,760373639
Большие Кабаны,village,village,1.2,55.649358,49.305479,node,760312410
Набережные Моркваши,village,village,1.25,55.778609,48.845355,node,382584674
Нижний Услон,village,village,1.35,55.695067,48.966936,node,703197619
Столбище,village,village,1.38,55.646016,49.217725,node,703114810
Песчаные Ковали,village,village,1.53,55.628593,49.143119,node,703114811
Печищи,village,village,1.53,55.776568,48.950424,node,752673272
Гильдеево,village,village,1.58,55.75607,49.405093,node,807630777
Званка,village,village,1.64,55.808297,49.371796,way,1391697437
Ореховка,village,village,1.95,55.856609,48.818139,node,722795443
Ключищи,village,village,1.98,55.6723,48.959886,node,752704254
Октябрьский,village,village,2.04,55.833007,48.789635,node,452533245
Эстачи,village,village,2.26,55.862741,49.361132,relation,19208673
Озёрный,village,village,2.3,55.931376,49.067404,relation,19950902
Дубровка,village,village,2.53,55.86712,48.805752,node,652117524
Орёл,village,village,2.54,55.590432,49.069629,relation,19205414
Дачное,village,village,2.95,55.944445,49.258198,way,431229876
Красницкий,village,village,3.74,55.874178,48.787872,way,58281765
Кощаково,village,village,3.89,55.798524,49.405456,node,807626622
Матюшино,village,village,3.9,55.647421,48.950144,way,1392705827
Пермяки,village,village,4.11,55.871426,49.38642,way,122961192
имени Кирова,village,village,4.16,55.75264,48.933247,relation,3869600
Семиозёрка,village,village,4.18,55.95074,49.098866,way,177148935
Каймары,village,village,4.5,55.969983,49.183708,node,704311006
Урняк,village,village,4.69,55.861266,48.771811,node,722796282
Тарлаши,village,village,4.73,55.561116,49.132788,node,760319784
Бакча-Сарай,village,village,4.97,55.634726,48.952398,node,752716947
Новопольский,village,village,5.06,55.875097,48.766643,way,58281854
Ильинский,village,village,5.87,55.710365,49.45608,node,806507764
Чернышевка,village,village,6.07,55.972924,49.270184,relation,19208668
Лесные Моркваши,village,village,6.43,55.732007,48.830084,relation,14993277
Шигали,village,village,6.55,55.969293,49.031882,relation,17979365
Новое Шигалеево,village,village,6.71,55.813398,49.454154,node,807625022
Сокуры,village,village,7.03,55.623526,49.392488,relation,19205215
Садовый,village,village,7.41,55.9063,48.750401,relation,19208945
Новочувашский,village,village,7.55,55.860614,48.715377,node,722796105
Ташевка,village,village,7.76,55.606915,48.954316,node,703197655
Местечко Раифа,village,village,8.25,55.903779,48.731682,way,152637633
Бело-Безводное,village,village,8.26,55.926454,48.764018,way,118063921
Сапуголи,village,village,8.34,55.556407,49.226944,node,760324178
Никольский,village,village,8.37,55.676708,48.855324,node,752725881
Ивановское,village,village,8.49,55.96254,48.860378,relation,19208952
Васильево,village,village,8.53,55.846419,48.688581,relation,19214530
Никольское,village,village,8.66,55.536307,49.193804,node,703114827
Тагашево,village,village,8.95,55.663013,49.488666,way,120450558
Введенская Слобода,village,village,9.22,55.756058,48.705068,relation,2619051
Петропавловская Слобода,village,village,9.7,55.767134,48.689952,way,132311098
Бишня,village,village,9.73,55.996516,48.93653,way,1340093519
Альдермыш,village,village,9.84,56.018526,49.229456,node,704311003
Обухово,village,village,9.84,55.625107,49.453848,relation,19205218
Старое Шигалеево,village,village,9.87,55.826077,49.507472,way,1391696784
Шеланга,village,village,10.09,55.533333,49.003551,way,56021836
Кирби,village,village,10.3,55.565601,49.306013,relation,19205387
посёлок Бирюлинского зверосовхоза,village,village,10.63,55.966728,49.393815,relation,19208665
Кунтечи,village,village,11.04,55.517113,49.211068,way,196224474
Ильинское,village,village,11.05,55.882122,48.67173,node,656626823
Русско-Марийские Ковали,village,village,11.07,56.013795,48.981986,way,123258607
Зимняя Горка,village,village,11.09,55.60498,49.449725,node,704278666
Красный Яр,village,village,11.15,55.851283,48.647573,relation,19208812
Карповка,village,village,11.19,55.669276,49.532461,relation,19205549
имени Мулланура Вахитова,village,village,11.21,55.596441,48.875867,node,703197652
Свияжск,village,village,11.51,55.771758,48.658345,way,1369974616
Кзыл-Байрак,village,village,11.72,55.508634,49.028216,node,712912744
Сафоново,village,village,11.79,55.867666,48.646331,node,656626729
Большие Кургузи,village,village,12.12,55.998132,48.847642,relation,19208819
Тимошкино,village,village,12.16,55.94205,49.443184,relation,2552735
Кулаево,village,village,12.3,55.7107,49.565562,relation,19205869
Большие Ключи,village,village,12.54,55.982958,48.804841,node,652108458
Бима,village,village,12.55,55.616712,49.498219,node,704278665
Янга-Юл,village,village,12.73,55.560773,48.906656,way,58474272
Маевка,village,village,12.85,55.944107,48.692191,node,652111612
Айша,village,village,12.86,55.871339,48.630405,node,656626639
Мамонино,village,village,13.1,56.046918,49.245122,node,816440699
Большие Ковали,village,village,13.15,56.03,49.06503,way,95908672
Нарат,village,village,13.36,55.886803,48.634942,node,656626697
Юматово,village,village,13.36,55.692392,48.714527,way,132317941
Большой Кульбаш,village,village,14.1,56.028212,48.884149,node,701913230
Успенка,village,village,14.41,55.876793,48.607622,relation,19162250
Сеитово,village,village,14.5,55.614315,48.784994,way,108091542
Каипы,village,village,14.65,55.57582,49.480574,node,760368249
Садилово,village,village,14.66,56.036849,49.35138,node,816442016
Березовка,village,village,14.8,55.549146,49.432091,way,1391684127
Караишево,village,village,14.81,55.525569,49.323246,node,760349192
Татарское Бурнашево,village,village,14.9,55.704022,48.656628,node,382584672
Шапши,village,village,14.99,55.950808,49.494723,relation,18371528
Хохлово,village,village,15.07,56.029457,49.38567,way,168951169
Русское Бурнашево,village,village,15.09,55.670174,48.724861,node,752756500
Юртыш,village,village,15.27,56.046712,48.926102,node,814788139
Берёзка,village,village,15.38,56.065236,49.268339,relation,19208822
Инся,village,village,15.58,56.054026,49.327815,node,816442015
Егорьево,village,village,15.72,55.566099,49.488321,relation,20768530
Чирючи,village,village,15.75,56.043487,48.881532,node,750600736
Карадули,village,village,15.87,55.509029,49.313629,way,706063392
Большие Яки,village,village,15.99,56.020057,48.795248,node,660900195
Куралово,village,village,16.17,55.646084,48.737795,node,752730635
Мемдель,village,village,16.25,56.057646,48.939881,way,232865340
Нармонка,village,village,16.34,55.493618,49.297444,way,57357888
Сосновка,village,village,16.53,56.015193,49.447273,way,182748733
Лабышка,village,village,16.59,55.462044,49.023196,node,723855365
Чувашли,village,village,16.82,56.065876,49.008258,way,96699272
Новые Параты,village,village,17.02,55.978358,48.657214,relation,19208817
Каратмень,village,village,17.12,56.019058,48.765219,way,51799297
Чирша,village,village,17.24,56.08647,49.216945,way,182590199
Старое Русское Маматкозино,village,village,17.53,55.563441,48.790436,node,752785619
Соловцово,village,village,17.66,56.085919,49.271901,node,816440696
Татарское Макулово,village,village,17.93,55.608112,48.729528,node,752741420
Мизиново,village,village,18.5,55.757503,48.549437,way,191558202
Уразла,village,village,18.66,56.026564,48.740073,relation,18371433
Шали,village,village,18.9,55.678705,49.662499,node,382607934
Суксу,village,village,19.0,56.095674,49.117193,way,56061230
Чепчуги,village,village,19.09,56.000981,49.514952,relation,19208663
Тетеево,village,village,19.29,55.436028,49.209009,node,703114822
Русское Макулово,village,village,19.3,55.592879,48.718248,node,752741429
Осинники,village,village,19.76,55.470848,48.892734,way,58478286
Ашланка,village,village,20.03,55.950128,48.562049,node,660858697
Теньки,village,village,20.11,55.435299,48.989507,node,336524206
Бутыри,village,village,20.19,55.524971,49.516838,node,760364712
Ленино-Кокушкино,village,village,20.46,55.823086,49.684638,way,121240501
Державино,village,village,20.47,55.551459,49.566184,node,760364707
Айбаш,village,village,20.54,56.099685,48.993981,way,56061228
Конь,village,village,20.75,55.703739,49.702873,relation,19205372
Дубъязы,village,village,20.9,56.119738,49.200881,node,698423501
Пелево,village,village,20.93,55.563349,49.593699,node,760364709
Ташлы-Ковали,village,village,21.58,56.066535,49.470418,way,1340096038
Ямашурма,village,village,21.58,55.972856,49.601383,way,57356522
Малый Рясь,village,village,22.27,56.11348,49.051064,node,701913513
Куркачи,village,village,22.39,56.011046,49.565373,node,712853415
Янга-Аул,village,village,22.68,56.11354,48.911082,node,814788140
Болотная,village,village,22.93,55.957661,48.516861,node,660858671
Моркиялы,village,village,23.12,55.949238,48.506783,node,660858602
Рождествено,village,village,23.13,55.430692,49.331059,node,739406505
Луговой,village,village,23.34,55.717135,48.48959,way,173590914
Ямбулатово,village,village,23.61,55.492763,48.775243,way,231045480
Курманаково,village,village,23.74,55.443669,49.376163,way,212862044
Большое Ходяшево,village,village,24.0,55.730585,48.470675,way,1338085835
Тангачи,village,village,24.26,55.408805,49.301598,way,57358438
Большие Ширданы,village,village,24.56,55.75864,48.446437,way,95015757
Надеждино,village,village,24.92,55.856369,49.746577,way,121240488
Аркатово,village,village,25.03,55.876472,49.743356,way,121240508
Майдан,village,village,25.12,55.453221,48.800197,way,59586557
Клянчино,village,village,25.55,55.600463,48.60431,node,752748110
Мульма,village,village,25.58,56.049589,49.583272,node,825447962
Кильдеево,village,village,25.63,55.539874,48.657373,node,1336412969
Алексеевский,village,village,25.68,55.442949,49.448058,node,760351629
Сингели,village,village,26.2,55.388884,49.300332,node,712874637
Альвидино,village,village,26.24,55.756448,49.800446,node,807611661
посёлок совхоза имени 25 Октября,village,village,26.4,55.489357,49.594643,node,760352215
Красновидово,village,village,26.55,55.363917,49.078685,node,703197662
Александровский,village,village,26.59,55.468149,49.555706,way,221415271
Петъял,village,village,26.69,56.098031,48.69391,relation,5481844
Епанчино,village,village,26.84,56.120264,49.484285,node,750481798
Камаево,village,village,27.37,56.024664,49.644137,node,825462726
Русские Саралы,village,village,28.01,55.368299,49.28886,node,712874639
Алан-Бексер,village,village,28.05,56.178694,49.10755,way,55885029
Сотнур,village,village,28.06,56.140172,48.777692,node,661092575
Эмеково,village,village,28.07,55.99019,48.454209,relation,6199264
Большой Битаман,village,village,28.12,56.172404,49.062711,node,698459044
